Id,MSSubClass,MSZoning,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,X1stFlrSF,X2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,X3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1084,20,RL,8800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,Hip,CompShg,HdBoard,HdBoard,425,TA,TA,CBlock,TA,TA,No,BLQ,553,Unf,0,698,GasA,TA,Y,SBrkr,1251,0,0,1251,1,0,1,0,3,1,TA,6,Typ,2,Gd,Attchd,51,RFn,1,TA,TA,Y,0,116,0,0,0,0,0,MnPrv,Shed,700,3,2006,WD,Normal,160000
1085,60,RL,13031,Pave,None,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,Gable,CompShg,HdBoard,HdBoard,0,TA,TA,PConc,Gd,TA,No,ALQ,592,Unf,0,99,GasA,Gd,Y,SBrkr,691,807,0,1498,0,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,82,Fin,2,TA,TA,Y,315,44,0,0,0,0,0,None,None,0,7,2006,WD,Normal,187500
1086,85,RL,9069,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,6,6,1992,Gable,CompShg,HdBoard,HdBoard,0,TA,TA,PConc,Gd,TA,Av,GLQ,747,Unf,0,189,GasA,Ex,Y,SBrkr,996,0,0,996,1,0,1,0,2,1,Gd,5,Typ,0,None,Attchd,79,Unf,2,TA,TA,Y,120,0,0,0,0,0,0,None,None,0,4,2010,WD,Normal,147000
1089,160,RM,2522,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004,Gable,CompShg,VinylSd,VinylSd,50,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,970,GasA,Ex,Y,SBrkr,970,739,0,1709,0,0,2,0,3,1,Gd,7,Maj1,0,None,Detchd,91,Unf,2,TA,TA,Y,0,40,0,0,0,0,0,None,None,0,4,2006,WD,Normal,137500
1090,120,FV,3316,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2005,Gable,CompShg,MetalSd,MetalSd,0,Gd,TA,PConc,Gd,TA,No,GLQ,1039,Unf,0,208,GasA,Ex,Y,SBrkr,1247,0,0,1247,1,0,1,1,1,1,Gd,4,Typ,1,Gd,Attchd,92,Fin,2,TA,TA,Y,0,84,0,0,0,0,0,None,None,0,4,2006,WD,Normal,197000
1092,160,FV,2160,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,Gable,CompShg,MetalSd,MetalSd,212,Gd,TA,PConc,Gd,TA,No,BLQ,510,Unf,0,90,GasA,Ex,Y,SBrkr,624,628,0,1252,1,0,2,1,2,1,Gd,4,Typ,0,None,Detchd,86,Unf,2,TA,TA,Y,0,48,0,0,0,0,0,None,None,0,3,2008,WD,Normal,160000
1093,50,RL,8400,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1925,Gable,CompShg,MetalSd,MetalSd,0,TA,TA,PConc,TA,TA,No,Rec,423,Unf,0,758,GasA,Fa,Y,SBrkr,1390,304,0,1694,0,0,2,0,4,1,TA,7,Typ,1,Gd,Detchd,14,Unf,2,TA,TA,Y,342,0,128,0,0,0,0,None,None,0,6,2008,WD,Normal,136500
1094,20,RL,9230,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,8,1965,Hip,CompShg,MetalSd,MetalSd,166,TA,TA,CBlock,TA,TA,Mn,GLQ,661,Unf,0,203,GasA,Gd,Y,SBrkr,1200,0,0,1200,1,0,1,1,1,1,Gd,6,Typ,0,None,Detchd,64,Unf,2,TA,TA,Y,0,64,0,0,0,0,0,MnPrv,None,0,10,2006,WD,Normal,146000
1095,20,RL,5868,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1956,Gable,CompShg,MetalSd,MetalSd,0,TA,TA,CBlock,TA,TA,No,BLQ,248,Rec,240,448,GasA,Ex,Y,SBrkr,936,0,0,936,1,0,1,0,2,1,TA,4,Typ,0,None,Attchd,43,Fin,1,TA,TA,Y,0,0,80,0,160,0,0,None,None,0,5,2010,WD,Normal,129000
1098,120,RL,3696,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1986,Gable,CompShg,HdBoard,HdBoard,0,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,1074,GasA,Ex,Y,SBrkr,1088,0,0,1088,0,0,1,1,2,1,Gd,5,Typ,0,None,Attchd,74,RFn,2,TA,TA,Y,0,74,137,0,0,0,0,None,None,0,10,2007,WD,Normal,170000
1099,50,RM,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,6,1936,Gable,CompShg,MetalSd,MetalSd,0,TA,TA,BrkTil,TA,TA,No,BLQ,672,Unf,0,0,GasA,TA,Y,SBrkr,757,567,0,1324,0,0,1,0,3,1,TA,6,Typ,0,None,Detchd,25,Unf,1,TA,TA,Y,0,0,0,0,0,0,0,None,None,0,7,2009,WD,Normal,128000
1100,20,RL,11880,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,7,5,1978,Gable,CompShg,Plywood,Plywood,206,TA,TA,CBlock,Gd,TA,No,ALQ,704,Unf,0,567,GasA,TA,Y,SBrkr,1601,0,0,1601,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,65,RFn,2,TA,TA,Y,0,0,0,0,0,0,0,None,None,0,4,2009,COD,Abnorml,157000
1101,30,RL,8400,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,2,5,1920,Gable,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,CBlock,TA,Fa,No,Rec,290,Unf,0,0,GasA,TA,N,FuseF,438,0,0,438,0,0,1,0,1,1,Fa,3,Typ,0,None,Detchd,19,Unf,1,TA,TA,N,0,0,0,0,0,0,0,None,None,0,1,2009,WD,Normal,60000
1103,20,RL,7000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1960,Gable,CompShg,Wd Sdng,Wd Sdng,45,TA,TA,CBlock,TA,TA,No,Rec,588,Unf,0,422,GasA,Ex,Y,SBrkr,1134,0,0,1134,0,0,1,0,2,1,TA,6,Typ,0,None,Attchd,47,RFn,1,TA,TA,Y,0,16,0,0,0,0,0,MnWw,None,0,4,2007,WD,Family,135000
1104,20,RL,8910,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,Hip,CompShg,BrkFace,BrkFace,0,TA,TA,CBlock,TA,TA,Mn,ALQ,655,Unf,0,0,GasA,Ex,Y,SBrkr,1194,0,0,1194,0,1,1,0,3,1,TA,6,Typ,1,Fa,BuiltIn,41,Fin,2,TA,TA,Y,0,0,192,0,0,0,0,None,None,0,7,2006,WD,Normal,159500
1108,60,RL,23257,Pave,None,IR3,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,Gable,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Ex,Gd,No,Unf,0,Unf,0,868,GasA,Ex,Y,SBrkr,887,1134,0,2021,0,0,2,1,3,1,Gd,9,Typ,1,Gd,BuiltIn,93,RFn,2,TA,TA,Y,0,100,0,0,0,0,0,None,None,0,9,2006,New,Partial,274725
1109,60,RL,8063,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,Gable,CompShg,VinylSd,VinylSd,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,924,GasA,Ex,Y,SBrkr,948,742,0,1690,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,87,RFn,2,TA,TA,Y,100,48,0,0,0,0,0,None,None,0,11,2007,WD,Abnorml,181000
1111,60,RL,8000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,Gable,CompShg,HdBoard,HdBoard,0,TA,TA,PConc,Gd,TA,No,GLQ,219,Unf,0,554,GasA,Gd,Y,SBrkr,773,885,0,1658,1,0,2,1,3,1,TA,8,Typ,1,TA,Attchd,82,Fin,2,TA,TA,Y,224,84,0,0,0,0,0,None,None,0,6,2008,WD,Normal,188000
1112,60,RL,10480,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,6,1976,Hip,CompShg,Plywood,Plywood,660,TA,TA,CBlock,TA,TA,No,ALQ,403,Unf,0,400,GasA,TA,Y,SBrkr,1098,866,0,1964,0,0,2,1,4,1,TA,8,Typ,1,Gd,Attchd,63,RFn,2,TA,TA,Y,0,69,0,0,0,0,0,None,None,0,9,2008,WD,Normal,205000
1113,20,RL,7100,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1957,Gable,CompShg,WdShing,Wd Shng,0,TA,TA,CBlock,TA,TA,No,GLQ,708,Unf,0,108,GasA,TA,Y,FuseA,816,0,0,816,1,0,1,0,2,1,TA,5,Typ,0,None,Detchd,44,Unf,1,TA,TA,Y,0,0,0,0,0,0,0,None,None,0,7,2006,WD,Normal,129900
1114,20,RL,8923,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,Gable,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,CBlock,TA,TA,No,BLQ,643,Unf,0,365,GasA,Gd,Y,SBrkr,1008,0,0,1008,1,0,1,0,2,1,Gd,6,Typ,0,None,Attchd,40,Unf,1,TA,TA,Y,0,18,0,0,0,0,0,None,None,0,5,2007,WD,Normal,134500
1115,20,RL,5400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1954,Gable,CompShg,MetalSd,MetalSd,0,TA,Gd,CBlock,TA,TA,No,Rec,415,Unf,0,418,GasA,Ex,Y,SBrkr,833,0,0,833,0,0,1,0,2,1,Gd,4,Typ,0,None,Detchd,42,Unf,1,TA,TA,Y,0,0,0,0,0,0,0,MnPrv,None,0,8,2006,WD,Normal,117000
1116,20,RL,12085,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,Hip,CompShg,VinylSd,VinylSd,328,Gd,TA,PConc,Ex,TA,No,GLQ,1004,Unf,0,730,GasA,Ex,Y,SBrkr,1734,0,0,1734,1,0,2,0,3,1,Ex,7,Typ,1,Gd,Attchd,94,RFn,3,TA,TA,Y,0,0,0,0,0,0,0,None,None,0,11,2007,New,Partial,318000
1118,20,RL,9764,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1967,Gable,CompShg,VinylSd,VinylSd,0,TA,TA,CBlock,TA,TA,No,BLQ,702,Unf,0,192,GasA,Ex,Y,SBrkr,894,0,0,894,1,0,1,0,3,1,Gd,5,Typ,0,None,Attchd,54,RFn,2,TA,TA,Y,0,0,0,0,0,0,0,None,None,0,5,2008,WD,Normal,130000
1119,80,RL,13825,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1958,Gable,CompShg,MetalSd,MetalSd,0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,533,GasA,TA,Y,SBrkr,1021,580,0,1601,0,1,1,0,3,1,TA,6,Min2,0,None,BuiltIn,45,RFn,1,TA,TA,Y,280,34,0,0,0,0,0,None,None,0,12,2008,WD,Normal,140000
1120,20,RL,7560,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,Gable,CompShg,BrkFace,Wd Sdng,0,TA,TA,CBlock,TA,TA,No,LwQ,369,Unf,0,671,GasA,TA,Y,FuseA,1040,0,0,1040,0,0,1,0,3,1,TA,6,Typ,0,None,Attchd,46,RFn,1,TA,TA,Y,140,0,252,0,0,0,0,GdWo,None,0,7,2006,WD,Normal,133700
1122,20,RL,10084,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,Gable,CompShg,VinylSd,VinylSd,196,Gd,TA,PConc,Gd,TA,Av,GLQ,24,Unf,0,1528,GasA,Ex,Y,SBrkr,1552,0,0,1552,0,0,2,0,3,1,Gd,7,Typ,0,None,Attchd,92,RFn,3,TA,TA,Y,144,20,0,0,0,0,0,None,None,0,7,2006,New,Partial,212900
1123,20,RL,8926,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,3,1956,Gable,CompShg,AsbShng,AsbShng,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,672,GasA,Ex,Y,FuseA,960,0,0,960,0,0,1,0,3,1,TA,5,Typ,0,None,Basment,43,Unf,1,TA,TA,Y,64,0,0,0,160,0,0,MnPrv,None,0,10,2009,COD,Abnorml,112000
1124,20,RL,9405,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,9,1947,Hip,CompShg,VinylSd,VinylSd,0,TA,Ex,CBlock,TA,TA,No,Unf,0,Unf,0,698,GasA,Ex,Y,SBrkr,698,0,0,698,0,1,1,0,2,1,TA,4,Typ,0,None,None,98,None,0,None,None,Y,0,200,0,0,0,0,0,None,None,0,6,2009,WD,Normal,118000
1125,80,RL,9125,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1992,Gable,CompShg,HdBoard,HdBoard,170,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,384,GasA,Gd,Y,SBrkr,812,670,0,1482,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,79,Fin,2,TA,TA,Y,100,25,0,0,0,0,0,None,None,0,7,2007,WD,Normal,163900
1127,120,RL,3684,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2007,Hip,CompShg,VinylSd,VinylSd,130,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1373,GasA,Ex,Y,SBrkr,1555,0,0,1555,0,0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,94,Fin,3,TA,TA,Y,143,20,0,0,0,0,0,None,None,0,6,2009,WD,Normal,174000
1129,60,RL,11796,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,Gable,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,847,GasA,Ex,Y,SBrkr,847,1112,0,1959,0,0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,91,Fin,2,TA,TA,Y,100,48,0,0,0,0,0,None,None,0,7,2007,WD,Normal,215000
1130,90,RM,7200,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,SFoyer,5,5,1980,Gable,CompShg,MetalSd,MetalSd,180,TA,TA,CBlock,Gd,TA,Gd,GLQ,936,Unf,0,0,GasA,TA,Y,SBrkr,936,0,0,936,1,0,1,0,2,1,TA,4,Typ,0,None,Detchd,67,Unf,2,TA,TA,Y,49,0,0,0,0,0,0,None,None,0,8,2007,WD,Normal,140000
1132,20,RL,10712,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,1991,Gable,CompShg,HdBoard,HdBoard,0,TA,TA,PConc,Gd,TA,Mn,BLQ,212,Unf,0,762,GasA,TA,Y,SBrkr,974,0,0,974,0,0,1,0,3,1,TA,5,Typ,0,None,None,98,None,0,None,None,Y,0,28,0,0,0,0,0,MnPrv,None,0,9,2007,Oth,Abnorml,93500
1133,70,RM,9900,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,4,1880,Gable,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,BrkTil,TA,TA,Mn,Unf,0,Unf,0,1008,GasW,TA,Y,SBrkr,1178,1032,0,2210,0,0,2,0,5,1,Fa,8,Typ,0,None,Detchd,19,Unf,1,Fa,TA,N,0,48,0,0,0,0,0,None,None,0,5,2007,WD,Normal,117500
1134,60,RL,9828,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,8,5,1995,Gable,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Gd,TA,No,GLQ,584,Unf,0,544,GasA,Ex,Y,SBrkr,1142,878,0,2020,0,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,82,RFn,2,TA,TA,Y,0,155,0,0,0,0,0,None,None,0,6,2009,WD,Normal,239500
1135,60,RL,8773,Pave,None,IR1,HLS,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,Gable,CompShg,VinylSd,VinylSd,0,TA,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,916,GasA,Gd,Y,SBrkr,916,684,0,1600,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,84,Fin,2,TA,TA,Y,100,38,0,0,0,0,0,None,None,0,8,2007,WD,Normal,169000
1137,50,RL,9600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,5,1950,Gable,CompShg,VinylSd,VinylSd,0,TA,TA,CBlock,TA,TA,No,BLQ,280,Unf,0,752,GasA,TA,Y,FuseA,1032,220,0,1252,0,0,1,0,3,1,TA,6,Typ,0,None,Attchd,37,Unf,1,TA,TA,Y,0,0,96,0,0,0,0,None,None,0,4,2008,WD,Abnorml,119000
1138,50,RL,6342,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1.5Fin,5,8,1875,Gable,CompShg,VinylSd,VinylSd,0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,780,GasA,Gd,N,SBrkr,780,240,0,1020,0,0,1,0,2,1,TA,6,Typ,0,None,None,98,None,0,None,None,N,0,0,176,0,0,0,0,None,None,0,5,2010,WD,Normal,94000
1139,20,RL,9819,Pave,None,IR1,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,6,5,1977,Gable,CompShg,Plywood,ImStucc,0,TA,TA,PConc,TA,TA,Gd,ALQ,1567,Unf,0,0,GasA,TA,Y,SBrkr,1567,0,0,1567,1,0,2,0,2,1,Gd,5,Typ,2,TA,Attchd,64,RFn,2,TA,TA,Y,264,32,0,0,0,0,0,None,None,0,5,2009,WD,Normal,196000
1141,20,RL,7350,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,Gable,CompShg,HdBoard,HdBoard,0,TA,TA,CBlock,TA,TA,Mn,ALQ,852,Unf,0,100,GasA,TA,Y,SBrkr,952,0,0,952,1,0,1,0,2,1,TA,4,Typ,0,None,Detchd,75,Unf,2,TA,TA,Y,0,0,0,0,0,0,0,None,None,0,6,2008,COD,Abnorml,139000
1142,60,RL,10304,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,2Story,5,7,1976,Gable,CompShg,Plywood,Plywood,44,TA,Gd,CBlock,TA,TA,No,ALQ,381,Unf,0,399,GasA,Ex,Y,SBrkr,1088,780,0,1868,1,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,63,Unf,2,TA,TA,Y,448,96,0,0,0,0,0,None,None,0,10,2009,WD,Normal,197500
1143,60,RL,9965,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2006,Hip,CompShg,VinylSd,VinylSd,340,Gd,TA,PConc,Ex,TA,Gd,GLQ,1150,Unf,0,316,GasA,Ex,Y,SBrkr,1466,1362,0,2828,1,0,3,0,4,1,Gd,11,Typ,1,TA,BuiltIn,93,RFn,3,TA,TA,Y,125,144,0,0,0,0,0,None,None,0,4,2007,New,Partial,424870
1144,20,RL,9000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,3,1959,Gable,CompShg,Wd Sdng,Plywood,0,TA,TA,CBlock,TA,TA,No,GLQ,288,Unf,0,718,GasA,TA,Y,SBrkr,1006,0,0,1006,0,0,1,0,3,1,TA,5,Typ,0,None,None,98,None,0,None,None,Y,0,24,0,0,0,0,0,None,None,0,7,2008,WD,Normal,80000
1145,190,RL,12180,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1.5Fin,4,4,1941,Gable,CompShg,MetalSd,MetalSd,0,TA,Fa,BrkTil,Gd,TA,No,BLQ,348,Unf,0,324,Grav,Fa,N,FuseA,672,252,0,924,1,0,1,0,2,1,Fa,5,Typ,0,None,Detchd,30,Unf,1,TA,TA,Y,0,0,0,0,0,0,0,MnPrv,None,0,7,2010,WD,Normal,80000
1147,20,RL,11200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1985,Gable,CompShg,Wd Sdng,Wd Shng,85,Gd,TA,CBlock,Gd,TA,No,GLQ,1258,Unf,0,40,GasA,TA,Y,SBrkr,1298,0,0,1298,1,0,2,0,3,1,Gd,5,Typ,1,TA,Attchd,72,Unf,2,TA,TA,Y,165,26,0,0,0,0,0,None,None,0,5,2006,WD,Normal,180000
1148,70,RL,12000,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,7,1941,Gable,CompShg,MetalSd,MetalSd,0,TA,TA,CBlock,TA,TA,No,Rec,275,Unf,0,429,GasA,Ex,Y,SBrkr,860,704,0,1564,0,0,1,1,3,1,Fa,7,Typ,1,Gd,Attchd,30,Unf,1,TA,TA,Y,0,0,0,0,0,0,0,None,None,0,7,2009,WD,Normal,174500
1149,50,RM,5700,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,7,7,1926,Gable,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,572,GasA,TA,Y,SBrkr,572,539,0,1111,0,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,69,Unf,1,TA,TA,Y,0,0,176,0,0,0,0,None,None,0,8,2008,WD,Normal,116900
1150,70,RM,9000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2Story,7,9,1920,Hip,CompShg,VinylSd,VinylSd,0,TA,Gd,PConc,TA,TA,No,ALQ,624,Unf,0,26,GasA,Ex,Y,SBrkr,832,650,0,1482,0,1,1,0,3,1,TA,7,Typ,0,None,Detchd,19,Unf,2,TA,TA,Y,0,0,0,0,0,0,0,None,None,0,7,2009,WD,Normal,143000
1151,20,RL,8280,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1950,Gable,CompShg,BrkFace,BrkFace,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,932,GasA,Ex,Y,FuseA,932,0,0,932,0,0,1,0,2,1,Gd,4,Typ,1,Gd,Attchd,37,Unf,1,TA,TA,Y,0,0,214,0,0,0,0,GdPrv,None,0,11,2007,WD,Normal,124000
1152,20,RL,17755,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,4,1959,Gable,CompShg,HdBoard,Plywood,132,TA,TA,CBlock,TA,TA,No,BLQ,176,Unf,0,1290,GasA,TA,Y,SBrkr,1466,0,0,1466,0,0,1,1,3,1,Fa,6,Typ,2,Gd,Attchd,46,Fin,2,TA,TA,Y,0,140,0,0,100,0,0,None,None,0,11,2006,WD,Normal,149900
1153,20,RL,14115,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,7,1956,Gable,CompShg,Stone,Stone,0,TA,TA,PConc,TA,TA,No,ALQ,296,GLQ,547,230,GasA,Ex,Y,SBrkr,1811,0,0,1811,0,0,1,0,2,1,Ex,6,Typ,1,Gd,Attchd,43,Fin,2,TA,TA,Y,0,0,280,0,0,0,0,None,None,0,7,2006,WD,Abnorml,230000
1154,30,RM,5890,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,6,8,1930,Gable,CompShg,Wd Sdng,Wd Sdng,0,Gd,Gd,BrkTil,TA,TA,Av,ALQ,538,Unf,0,278,GasA,Ex,Y,SBrkr,816,0,0,816,0,0,1,0,2,1,TA,5,Typ,0,None,Detchd,89,Unf,1,TA,TA,Y,0,0,96,0,0,0,0,None,None,0,6,2008,WD,Normal,120500
1155,60,RL,13700,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,6,1965,Gable,CompShg,VinylSd,VinylSd,288,TA,TA,CBlock,TA,TA,Gd,ALQ,454,Unf,0,410,GasA,TA,Y,SBrkr,902,918,0,1820,0,0,1,2,4,1,Gd,8,Typ,2,Gd,Attchd,52,Unf,2,TA,TA,Y,60,84,0,0,273,0,0,GdPrv,None,0,5,2008,WD,Normal,201800
1156,20,RL,10768,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Veenker,Norm,Norm,1Fam,1Story,5,8,1976,Gable,CompShg,Plywood,Plywood,0,Gd,Gd,CBlock,Gd,TA,Gd,ALQ,1157,Unf,0,280,GasA,TA,Y,SBrkr,1437,0,0,1437,1,0,2,0,3,1,Gd,6,Typ,1,Fa,Attchd,63,RFn,2,TA,TA,Y,0,21,0,0,180,0,0,None,None,0,7,2007,WD,Normal,218000
1157,80,RL,9350,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,8,1965,Gable,CompShg,BrkFace,BrkFace,0,TA,Gd,PConc,TA,TA,Gd,ALQ,633,Unf,0,586,GasA,Gd,Y,SBrkr,1265,0,0,1265,0,1,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,52,RFn,2,TA,TA,Y,0,92,0,96,0,0,0,MnPrv,None,0,10,2008,WD,Normal,179900
